Car.ID,Brand,Year,Engine.Size,Fuel.Type,Transmission,Mileage,Condition,Price,Model
969,Toyota,2001,2.4,Petrol,Automatic,159608,Used,8626.4745,RAV4
974,Audi,2018,2,Diesel,Automatic,22735,Used,23657.928,Q5
975,Audi,2006,1.8,Petrol,Automatic,128380,Used,13174.843499999999,A4
976,Mercedes,2021,1.3,Petrol,Automatic,15198,Used,39209.877,GLA
977,Honda,2011,1.5,Hybrid,Automatic,54892,Used,7949.235000000001,Fit
978,Ford,2023,1,Hybrid,Automatic,27433,Used,20756.8095,Focus
979,Ford,2014,2.3,Petrol,Manual,103785,Used,11838,Focus
981,Mercedes,2005,3.2,Petrol,Automatic,176765,Used,12302.7975,C-Class
982,BMW,2009,2.5,Petrol,Manual,137352,Used,12819.5,X3
983,Honda,2002,1.2,Petrol,Automatic,139759,Used,5762.358,Fit
984,Mercedes,2018,1.5,Petrol,Manual,43985,Used,37701.86,E-Class
985,Honda,2016,1.2,Petrol,Automatic,36649,Used,14345.8875,Fit
986,Honda,2006,1.5,Petrol,Automatic,99200,Used,6308.988,Fit
987,Honda,2020,1.2,Petrol,Manual,54214,Used,17527,Fit
988,Mercedes,2019,3,Petrol,Manual,20887,Used,22568.84,C-Class
990,Ford,2013,3.5,Petrol,Automatic,65808,Used,8569.6065,Explorer
991,Ford,2019,1,Hybrid,Automatic,26437,Used,8161.041,Fiesta
992,Tesla,2021,NA,Electric,Automatic,28902,Used,88097.15250000001,Model X
993,Honda,2014,2.2,Diesel,Automatic,73151,Used,12046.209,CR-V
995,Toyota,2007,2.2,Diesel,Manual,108546,Used,8150.7,RAV4
996,Mercedes,2020,4,Petrol,Automatic,52423,Used,43775.3085,E-Class
997,Toyota,2014,1.8,Petrol,Automatic,97726,Used,13816.897500000001,Corolla
998,Tesla,2021,NA,Electric,Automatic,24238,Used,49481.6175,Model Y
1002,Honda,2007,3,Petrol,Automatic,115859,Used,7939.407,Accord
1003,Ford,2016,1.25,Petrol,Automatic,64892,Used,13006.4235,Fiesta
1004,Toyota,2001,2,Diesel,Manual,153061,Used,7642.81,RAV4
1005,Audi,2023,2,Petrol,Automatic,0,New,36770.572649999995,A4
1007,BMW,2007,3,Diesel,Manual,94618,Used,10877.27,X5
1008,Honda,2011,2.2,Diesel,Automatic,77434,Used,12720.8865,CR-V
1009,Toyota,2000,1.5,Hybrid,Automatic,125530,Used,6590.3460000000005,Prius
1010,Honda,2009,2.2,Diesel,Automatic,120509,Used,9503.3925,CR-V
1011,Toyota,2019,1.8,Hybrid,Automatic,36732,Used,17515.071,Corolla
1013,BMW,2005,3.2,Petrol,Automatic,116361,Used,5488.392,3 Series
1014,Audi,2006,2,Diesel,Manual,132464,Used,13058.03,A4
1015,Honda,2019,1.2,Petrol,Manual,28580,Used,11887.57,Fit
1016,Mercedes,2022,4,Petrol,Automatic,23627,Used,53200.0035,GLC
1017,Audi,2017,1.5,Petrol,Automatic,65997,Used,19510.281000000003,A3
1021,Ford,2018,2,Petrol,Automatic,35388,Used,17887.7265,Explorer
1022,Ford,2010,1.6,Petrol,Automatic,85501,Used,3438.813,Fiesta
1023,Ford,2023,1,Petrol,Automatic,29277,Used,20696.4135,Fiesta
1024,Ford,2011,1.5,Diesel,Manual,54886,Used,5407.21,Fiesta
1026,Toyota,2007,2.5,Petrol,Automatic,129877,Used,10638.054,RAV4
1027,Tesla,2023,NA,Electric,Automatic,28157,Used,82064.997,Model S
1030,Ford,2004,1.6,Petrol,Manual,163374,Used,3024.96,Fiesta
1031,Mercedes,2020,2,Petrol,Manual,58735,Used,40289.2,GLC
1032,BMW,2007,2,Petrol,Manual,114525,Used,12796.94,5 Series
1033,BMW,2022,1.6,Petrol,Automatic,13324,Used,40240.641,3 Series
1034,Toyota,2008,1.8,Petrol,Manual,131699,Used,8300.64,Corolla
1036,Ford,2014,1.6,Diesel,Automatic,94859,Used,9175.1625,Fiesta
1038,Audi,2013,3,Petrol,Automatic,71613,Used,15038.6775,A4
1039,Honda,2007,2.4,Petrol,Manual,106609,Used,6900.62,Accord
1040,Audi,2017,1.4,Petrol,Automatic,30431,Used,22404.963000000003,A4
1041,Honda,2009,2,Petrol,Manual,92685,Used,5906.1,Accord
1043,Ford,2005,4,Petrol,Automatic,156004,Used,6090.1995,Explorer
1044,Audi,2011,3,Diesel,Manual,60368,Used,17591.9,Q7
1046,Honda,2006,2.4,Petrol,Automatic,140832,Used,9812.376000000002,Accord
1047,BMW,2015,2,Petrol,Automatic,56422,Used,14061.033,X3
1049,Audi,2012,2,Diesel,Automatic,72852,Used,15298.962000000001,A4
1050,Mercedes,2002,2.8,Petrol,Manual,178689,Used,12868.92,E-Class
1052,Mercedes,2010,2,Petrol,Manual,76118,Used,8178.85,E-Class
1053,Toyota,2007,1.8,Petrol,Manual,86523,Used,4105.75,Corolla
1054,Audi,2005,3.2,Petrol,Manual,154325,Used,7376.72,A3
1055,Toyota,2000,1.5,Hybrid,Automatic,132487,Used,6955.557000000001,Prius
1056,BMW,2000,4.4,Petrol,Manual,165681,Used,11568.07,X5
1057,Honda,2022,2,Petrol,Manual,24298,Used,27719.05,Accord
1058,Mercedes,2007,5.4,Petrol,Automatic,104954,Used,13432.1985,E-Class
1060,Toyota,2015,2.5,Petrol,Manual,77953,Used,11193,Camry
1061,Mercedes,2010,3,Diesel,Manual,133813,Used,14057.56,C-Class
1064,Ford,2005,4,Petrol,Automatic,151951,Used,5877.4484999999995,Explorer
1066,Honda,2021,2.4,Petrol,Automatic,11764,Used,26027.064000000002,CR-V
1067,Toyota,2018,1.8,Hybrid,Automatic,36278,Used,17410.144500000002,Prius
1069,Toyota,2011,2,Petrol,Automatic,71613,Used,12475.785000000002,RAV4
1070,Mercedes,2010,2.1,Diesel,Automatic,83777,Used,8455.8705,C-Class
1072,Mercedes,2022,4,Petrol,Manual,24918,Used,51544.49,GLC
1073,Ford,2015,2,Petrol,Automatic,79208,Used,11383.6905,Explorer
1075,Audi,2012,3.6,Petrol,Automatic,53971,Used,16792.429500000002,Q7
1076,Toyota,2022,2.5,Hybrid,Automatic,17213,Used,31355.268,RAV4
1077,Honda,2020,1,Petrol,Automatic,38057,Used,14671.251000000002,Civic
1078,BMW,2020,2,Petrol,Manual,47547,Used,32243.13,X3
1080,Toyota,2001,1.8,Petrol,Automatic,179563,Used,8368.479,Corolla
1082,Audi,2005,2.7,Diesel,Manual,106156,Used,4923.2,A4
1083,BMW,2022,2,Petrol,Automatic,20917,Used,48213.333,3 Series
1087,Mercedes,2003,5,Petrol,Manual,114536,Used,6453.61,E-Class
1088,Mercedes,2019,2.1,Diesel,Automatic,20456,Used,23499.966,C-Class
1089,Honda,2001,1.3,Petrol,Automatic,133953,Used,5457.543,Fit
1090,BMW,2004,3.2,Petrol,Manual,159812,Used,8485.9,3 Series
1093,Honda,2019,1.5,Hybrid,Automatic,22887,Used,11166.834,Fit
1094,Audi,2005,1.2,Petrol,Automatic,124005,Used,6352.71,A3
1095,Honda,2017,3.5,Petrol,Automatic,64993,Used,22048.467,Accord
1097,Ford,2018,5,Petrol,Manual,65902,Used,31096.04,Mustang
1098,Ford,2011,1.6,Diesel,Manual,87380,Used,8114.96,Fiesta
1100,Ford,2001,4.6,Petrol,Manual,110498,Used,4546.28,Mustang
1105,Tesla,2020,NA,Electric,Automatic,42334,Used,43456.644,Model S
1106,BMW,2023,2,Petrol,Automatic,6246,Used,43569.6345,5 Series
1108,Honda,2021,1.2,Petrol,Automatic,10572,Used,21006.3735,Fit
1109,Honda,2002,1.3,Petrol,Manual,121037,Used,4551.83,Fit
1111,Ford,2015,2.3,Petrol,Automatic,73606,Used,15457.260000000002,Mustang
1112,Ford,2020,3.3,Hybrid,Automatic,55124,Used,24669.8025,Explorer
1113,Tesla,2023,NA,Electric,Automatic,13740,Used,45398.976,Model Y
1114,Toyota,2000,2.2,Petrol,Manual,169132,Used,7388.66,Camry
1116,Audi,2002,1.6,Petrol,Automatic,135781,Used,6893.7119999999995,A3
1117,BMW,2019,3,Diesel,Manual,37180,Used,33925.98,X5
1120,Toyota,2018,3.5,Petrol,Manual,32096,Used,14902.93,Camry
1121,Toyota,2014,2.5,Petrol,Manual,60900,Used,8635.02,Camry
1122,Tesla,2017,NA,Electric,Automatic,57619,Used,62550.054000000004,Model X
1123,Mercedes,2010,3.5,Hybrid,Automatic,98298,Used,12314.0115,E-Class
1126,BMW,2021,3,Diesel,Automatic,15152,Used,42159.715500000006,X3
1127,Toyota,2016,1.8,Hybrid,Automatic,22824,Used,14302.260000000002,Prius
1128,Toyota,2004,1.5,Hybrid,Automatic,124005,Used,6510.2415,Prius
1129,Audi,2011,1.4,Petrol,Automatic,105738,Used,14855.0745,A3
1130,BMW,2010,2.5,Petrol,Manual,109942,Used,10261.22,X3
1131,Toyota,2014,2.5,Hybrid,Automatic,54168,Used,10033.464,RAV4
1133,Honda,2000,2,Petrol,Automatic,122636,Used,4421.3295,Accord
1134,Ford,2019,2,Diesel,Automatic,35844,Used,10819.756500000001,Focus
1135,Toyota,2015,2,Diesel,Manual,81485,Used,13198,RAV4
1136,Audi,2001,1.8,Petrol,Manual,134464,Used,6869.42,A4
1137,Honda,2001,2,Petrol,Manual,159957,Used,6310.06,Accord
1139,BMW,2007,5,Petrol,Automatic,103565,Used,11749.0485,5 Series
1140,Tesla,2023,NA,Electric,Automatic,27568,Used,43786.81650000001,Model 3
1141,Mercedes,2014,1.8,Petrol,Manual,99916,Used,24478.94,C-Class
1142,Honda,2006,3,Petrol,Automatic,129370,Used,8952.762,Accord
1144,Toyota,2008,1.5,Hybrid,Automatic,84081,Used,7161.6615,Prius
1145,BMW,2019,3,Diesel,Automatic,45388,Used,40602.156,X5
1146,Ford,2000,4.6,Petrol,Manual,132660,Used,6604.13,Mustang
1147,Honda,2007,2.4,Petrol,Manual,140572,Used,9326.55,Accord
1148,Toyota,2022,2,Petrol,Automatic,16182,Used,25696.303499999998,Camry
1149,Audi,2022,2.9,Petrol,Automatic,12546,Used,36888.096,A4
1151,BMW,2003,3,Petrol,Manual,116944,Used,6694.44,X5
1152,Honda,2014,2.4,Petrol,Automatic,95143,Used,15510.022500000001,CR-V
1153,Honda,2005,1.2,Petrol,Automatic,126326,Used,5057.1045,Fit
1154,Ford,2014,1.4,Diesel,Manual,67031,Used,6419.27,Fiesta
1155,Ford,2020,5,Petrol,Manual,41904,Used,24450.41,Mustang
1157,Mercedes,2020,2,Hybrid,Automatic,50670,Used,37343.397000000004,C-Class
1158,Audi,2020,2,Diesel,Manual,60754,Used,49267.5,Q7
1159,Toyota,2013,1.8,Hybrid,Automatic,83957,Used,13609.68,Prius
1160,Toyota,2019,3.5,Petrol,Automatic,57134,Used,21957.684,Camry
1161,Audi,2013,6,Diesel,Automatic,59781,Used,18317.4705,Q7
1163,Audi,2011,6,Diesel,Manual,70768,Used,20191.95,Q7
1164,Mercedes,2016,4,Petrol,Manual,38694,Used,30339.27,C-Class
1165,Mercedes,2006,2.5,Petrol,Automatic,108132,Used,11524.59,C-Class
1167,BMW,2002,1.6,Petrol,Manual,169132,Used,9184.88,3 Series
1169,Ford,2014,2,Petrol,Automatic,108905,Used,17620.018500000002,Explorer
1170,Mercedes,2017,3,Diesel,Automatic,63856,Used,44552.1615,GLC
1171,Mercedes,2018,2,Hybrid,Automatic,38216,Used,31637.035499999998,C-Class
1172,Mercedes,2000,6,Petrol,Automatic,113041,Used,6619.3155,E-Class
1174,Tesla,2022,NA,Electric,Automatic,10788,Used,63826.917,Model S
1175,Toyota,2001,3,Petrol,Automatic,127690,Used,5310.4695,Camry
1177,Ford,2013,1,Petrol,Automatic,88511,Used,10291.491,Focus
1178,Ford,2005,4.6,Petrol,Manual,131130,Used,6462.05,Mustang
1181,BMW,2020,3,Hybrid,Automatic,59973,Used,49450.2645,X5
1183,Mercedes,2002,2.6,Petrol,Manual,104422,Used,5442.17,E-Class
1184,Honda,2018,1.5,Hybrid,Automatic,58214,Used,19327.434,Fit
1185,BMW,2013,1.5,Petrol,Automatic,54168,Used,11593.995,3 Series
1186,BMW,2019,4.4,Petrol,Automatic,27108,Used,25643.803499999998,5 Series
1187,Ford,2016,1,Petrol,Manual,20703,Used,8102.28,Focus
1189,Tesla,2023,NA,Electric,Automatic,26238,Used,50259.1845,Model Y
1190,Mercedes,2013,2.2,Diesel,Manual,108724,Used,26681.05,C-Class
1192,Toyota,2022,2.2,Diesel,Manual,23371,Used,32817.92,RAV4
1193,Mercedes,2021,4,Petrol,Manual,28156,Used,72417.78,E-Class
1195,Ford,2018,2.3,Petrol,Automatic,68377,Used,33370.26,Mustang
1196,Mercedes,2013,1.8,Petrol,Manual,87334,Used,25200.2,E-Class
1198,Honda,2002,2.2,Diesel,Manual,171401,Used,6953.81,CR-V
1200,Ford,2018,2.3,Petrol,Manual,37178,Used,23141.51,Mustang
1201,Honda,2008,3.5,Petrol,Automatic,111696,Used,7627.2210000000005,Accord
1202,Ford,2019,1.5,Diesel,Automatic,68350,Used,13442.0475,Fiesta
1203,Audi,2012,1.4,Petrol,Automatic,84649,Used,10426.374,A3
1204,BMW,2006,3,Petrol,Automatic,134239,Used,13155.4185,X3
1205,Audi,2013,2.5,Petrol,Automatic,109438,Used,15631.875,A3
1206,Mercedes,2008,2.5,Petrol,Manual,138065,Used,14567.79,C-Class
1207,Honda,2022,1.6,Diesel,Manual,9823,Used,23700.85,CR-V
1208,Mercedes,2018,3,Diesel,Automatic,56381,Used,41270.04000000001,GLC
1209,BMW,2014,2,Diesel,Automatic,81591,Used,24042.6165,5 Series
1210,Ford,2019,5,Petrol,Automatic,34263,Used,23451.162,Mustang
1211,BMW,2013,3,Petrol,Manual,76836,Used,22050.81,X5
1212,Toyota,2023,2.5,Diesel,Automatic,7553,Used,26486.932500000003,RAV4
1213,BMW,2005,2,Petrol,Manual,151477,Used,7860.77,3 Series
1214,Toyota,2020,2.5,Diesel,Manual,38225,Used,19373.88,RAV4
1215,BMW,2003,3.5,Petrol,Automatic,159414,Used,10708.645499999999,5 Series
1217,Toyota,2016,2.2,Diesel,Manual,68573,Used,26657.45,RAV4
1218,Honda,2008,2,Petrol,Automatic,135061,Used,11031.426000000001,CR-V
1219,Mercedes,2000,3.2,Petrol,Manual,122553,Used,6973.39,C-Class
1220,Mercedes,2023,3,Hybrid,Automatic,15770,Used,47589.832500000004,GLC
1221,Audi,2019,2.5,Petrol,Manual,56105,Used,16422.82,A3
1223,Ford,2010,1.6,Diesel,Automatic,87245,Used,3530.3730000000005,Fiesta
1225,BMW,2002,3,Petrol,Automatic,161987,Used,11758.645499999999,X5
1226,Audi,2008,3.2,Petrol,Manual,130365,Used,14174.14,Q5
1227,Ford,2013,2,Petrol,Automatic,69756,Used,9398.728500000001,Explorer
1228,Ford,2008,1.4,Petrol,Automatic,91843,Used,3771.768,Fiesta
1229,Toyota,2003,1.5,Hybrid,Automatic,145397,Used,7633.332,Prius
1230,Mercedes,2003,2.5,Petrol,Automatic,106771,Used,5872.1145,C-Class
1231,Honda,2007,3,Petrol,Manual,103337,Used,6666.91,Accord
1232,Honda,2001,2.3,Petrol,Manual,119299,Used,4023.06,Accord
1233,Audi,2008,4.2,Petrol,Automatic,101359,Used,9628.374,A4
1235,Honda,2021,1.5,Petrol,Manual,23398,Used,24623.44,Fit
1236,BMW,2008,5,Petrol,Manual,79145,Used,7607.98,5 Series
1237,Honda,2023,2,Petrol,Manual,8377,Used,19215.78,Civic
1238,Audi,2022,3,Diesel,Manual,14808,Used,43592.64,Q5
1239,Honda,2015,2.4,Petrol,Manual,95672,Used,12447.83,Accord
1240,BMW,2016,4.4,Petrol,Manual,41383,Used,36354.61,X5
1241,Toyota,2015,2,Diesel,Manual,60024,Used,10336.49,RAV4
1243,Audi,2002,1.9,Diesel,Manual,161698,Used,8741.71,A4
1244,Toyota,2010,1.8,Hybrid,Automatic,90096,Used,7657.902,Prius
1245,Toyota,2013,2.5,Petrol,Automatic,53821,Used,7951.8495,Camry
1246,Toyota,2017,3.5,Petrol,Automatic,44413,Used,18752.034000000003,Camry
1247,Ford,2020,1.1,Petrol,Automatic,69528,Used,13590.465,Fiesta
1248,Tesla,2020,NA,Electric,Automatic,39203,Used,30672.894,Model 3
1250,Tesla,2015,NA,Electric,Automatic,51059,Used,58416.9495,Model X
1251,Ford,2019,5.2,Petrol,Manual,28124,Used,20634.24,Mustang
1254,Toyota,2011,1.8,Hybrid,Automatic,88253,Used,14135.961000000001,Prius
1255,Audi,2000,1.8,Petrol,Manual,165841,Used,7880.54,A3
1256,Mercedes,2020,4,Petrol,Manual,68185,Used,44240.81,GLC
1257,BMW,2008,3,Diesel,Manual,108145,Used,12861.26,X5
1258,BMW,2008,2,Diesel,Manual,117664,Used,13257.35,5 Series
1262,Ford,2001,1.2,Petrol,Manual,143983,Used,2470.94,Fiesta
1263,Toyota,2023,3.5,Petrol,Manual,17180,Used,24871.82,Camry
1264,Honda,2000,2,Petrol,Manual,161494,Used,6396.53,CR-V
1266,Ford,2012,2,Petrol,Automatic,81359,Used,9290.263500000001,Focus
1268,Toyota,2014,1.8,Hybrid,Automatic,72431,Used,12197.829,Prius
1270,BMW,2011,2,Diesel,Automatic,91020,Used,21932.0745,X3
1271,Audi,2021,3,Petrol,Automatic,19930,Used,42160.293000000005,A4
1272,Ford,2011,1.6,Diesel,Manual,67476,Used,6456.31,Fiesta
1273,Toyota,2013,1.8,Hybrid,Automatic,73650,Used,12347.076000000001,Prius
1276,BMW,2008,2,Petrol,Manual,89469,Used,8350.43,X3
1277,Mercedes,2018,1.6,Petrol,Automatic,42854,Used,33762.183,C-Class
1278,Ford,2019,3.7,Petrol,Manual,55828,Used,28306.35,Mustang
1279,Audi,2021,2,Petrol,Manual,29515,Used,46670.52,A4
1280,Audi,2007,1.2,Petrol,Automatic,106071,Used,7987.4235,A3
1281,Audi,2020,3,Petrol,Manual,41283,Used,28601.62,Q5
1283,Ford,2005,5.4,Petrol,Manual,114906,Used,4955.53,Mustang
1285,Honda,2018,2,Hybrid,Automatic,51059,Used,19122.3165,Accord
1287,BMW,2022,2,Hybrid,Automatic,16454,Used,56431.977,5 Series
1288,Toyota,2006,1.5,Hybrid,Automatic,137611,Used,11577.888,Prius
1291,Toyota,2011,1.8,Hybrid,Automatic,86689,Used,13944.451500000001,Prius
1292,Honda,2012,2.2,Petrol,Automatic,93752,Used,12851.832,Accord
1295,Ford,2011,2,Petrol,Automatic,81038,Used,11768.0535,Explorer
1296,Audi,2001,4.2,Petrol,Automatic,110885,Used,5510.767500000001,A4
1297,Mercedes,2023,1.3,Petrol,Manual,13335,Used,36000.87,GLA
1298,Toyota,2001,1.5,Hybrid,Automatic,160313,Used,8416.443,Prius
1299,Tesla,2022,NA,Electric,Automatic,26612,Used,50404.536,Model Y
1302,Toyota,2007,3.5,Petrol,Manual,116664,Used,8904.47,RAV4
1303,Toyota,2022,1.8,Petrol,Manual,9609,Used,23474.94,Corolla
1304,Toyota,2005,3.3,Petrol,Manual,134793,Used,5457.13,Camry
1305,Toyota,2005,1.8,Petrol,Manual,153612,Used,6185.84,Corolla
1306,Tesla,2021,NA,Electric,Automatic,12457,Used,35559.93,Model 3
1307,Tesla,2017,NA,Electric,Automatic,35554,Used,39469.899,Model S
1308,Honda,2016,2.4,Petrol,Manual,58942,Used,22124.93,CR-V
1311,Ford,2007,2,Petrol,Manual,122314,Used,5115.7,Fiesta
1313,Ford,2009,4,Petrol,Automatic,155976,Used,11682.6255,Explorer
1314,Mercedes,2000,6.3,Petrol,Manual,118671,Used,6867.07,E-Class
1316,Ford,2016,2.3,Petrol,Automatic,37678,Used,11099.886,Focus
1318,Ford,2007,1.3,Petrol,Automatic,96573,Used,4020.072,Fiesta
1319,Honda,2013,2.4,Petrol,Automatic,84333,Used,11555.754,Civic
1320,BMW,2002,4.4,Petrol,Manual,121694,Used,7169.43,X5
1323,Audi,2019,1.2,Petrol,Manual,86231,Used,22995.93,A3
1324,Toyota,2023,2,Petrol,Manual,23459,Used,27383.71,Camry
1325,BMW,2016,2,Petrol,Automatic,48690,Used,33627.321,3 Series
1328,Ford,2016,2.3,Petrol,Manual,69963,Used,32220.47,Mustang
1329,BMW,2013,2,Petrol,Automatic,109433,Used,26121.018,X3
1330,Audi,2016,4,Petrol,Manual,33554,Used,32403.64,Q7
1332,Toyota,2010,2.5,Petrol,Manual,144411,Used,11481.03,RAV4
1333,Toyota,2019,1.8,Hybrid,Automatic,66564,Used,24406.2945,Corolla
1335,Audi,2006,1.9,Diesel,Manual,112540,Used,10567.48,A4
1336,Ford,2020,2.3,Petrol,Automatic,38980,Used,11298.745499999999,Focus
1338,Toyota,2016,2.5,Diesel,Automatic,48049,Used,22818.4425,RAV4
1339,Mercedes,2009,2.1,Diesel,Manual,135919,Used,17747.08,E-Class
1340,BMW,2010,4.8,Petrol,Automatic,103039,Used,11668.0095,5 Series
1341,Mercedes,2021,1.5,Petrol,Manual,11905,Used,49666.5,E-Class
1343,Honda,2008,1.8,Petrol,Automatic,98976,Used,6290.5185,Civic
1344,Audi,2023,NA,Electric,Automatic,11232,Used,25717.629,A3
1345,Ford,2004,1.4,Petrol,Automatic,133099,Used,2267.9685,Fiesta
1346,Honda,2016,2.4,Petrol,Manual,29126,Used,14372.65,CR-V
1347,Toyota,2008,2.5,Petrol,Automatic,99831,Used,7183.512,Camry
1348,Mercedes,2016,6.2,Petrol,Manual,53483,Used,42192.06,E-Class
1349,Mercedes,2023,2,Diesel,Manual,17661,Used,39115.84,GLA
1350,Audi,2020,3,Diesel,Manual,39775,Used,36260.34,Q7
1353,BMW,2022,3,Diesel,Automatic,22613,Used,67890.85800000001,X5
1354,Audi,2008,3.6,Petrol,Automatic,140526,Used,17838.891,Q7
1355,BMW,2006,3,Diesel,Automatic,104562,Used,12952.548,X5
1357,Audi,2010,4.2,Diesel,Manual,115675,Used,14338.65,Q7
1359,Audi,2018,2,Diesel,Manual,44060,Used,38917.19,Q7
1361,BMW,2012,1.6,Petrol,Automatic,105503,Used,25069.6635,3 Series
1362,BMW,2013,4.4,Petrol,Manual,87688,Used,25306.35,X5
1363,Audi,2012,3.2,Petrol,Automatic,95361,Used,23412.249000000003,Q5
1364,Honda,2000,1.5,Petrol,Manual,114360,Used,4217.98,Fit
1368,Ford,2011,4,Petrol,Manual,77685,Used,15536.93,Mustang
1369,BMW,2007,4.8,Petrol,Manual,80256,Used,8770.9,X5
1370,BMW,2007,4.8,Petrol,Manual,121588,Used,14832.9,X5
1371,Honda,2020,1.5,Petrol,Manual,20944,Used,12188.71,Accord
1372,Ford,2012,2.3,Petrol,Automatic,92540,Used,10855.5825,Focus
1373,Ford,2011,1.4,Petrol,Automatic,78872,Used,7776.3,Fiesta
1374,Audi,2015,1.2,Petrol,Automatic,101778,Used,14023.4115,A3
1375,BMW,2000,3,Petrol,Automatic,114749,Used,6605.0985,5 Series
1376,Ford,2012,3.7,Petrol,Manual,71156,Used,14231.28,Mustang
1378,Honda,2004,1.2,Petrol,Manual,121592,Used,4579.6,Fit
1381,Tesla,2022,NA,Electric,Automatic,5173,Like New,31594.3425,Model 3
1383,Honda,2014,2,Petrol,Manual,94962,Used,14744.33,CR-V
1384,Mercedes,2022,1.3,Petrol,Automatic,24471,Used,46220.097,GLA
1385,Ford,2016,2,Petrol,Automatic,66388,Used,15484.728000000001,Focus
1386,BMW,2014,3,Hybrid,Automatic,81735,Used,18830.5635,3 Series
1387,Honda,2019,2,Hybrid,Automatic,59335,Used,23338.518,CR-V
1388,Audi,2017,2,Diesel,Manual,47683,Used,30696.31,Q5
1389,Mercedes,2017,2.1,Diesel,Manual,47426,Used,34149.34,C-Class
1390,Honda,2001,1.4,Petrol,Automatic,162260,Used,6418.6395,Civic
1391,Toyota,2003,1.5,Hybrid,Automatic,119793,Used,6289.143,Prius
1392,Toyota,2000,1.6,Petrol,Automatic,141042,Used,5587.701,Corolla
1394,BMW,2017,3,Diesel,Automatic,43802,Used,32107.414500000003,X3
1395,Ford,2004,2,Petrol,Automatic,140029,Used,4551.8550000000005,Focus
1397,BMW,2014,3,Diesel,Automatic,64003,Used,15785.6895,X3
1398,BMW,2007,3,Diesel,Automatic,148546,Used,19726.14,X5
1399,BMW,2019,1.6,Petrol,Automatic,58051,Used,45860.1045,5 Series
1400,Audi,2016,3,Petrol,Manual,61909,Used,49983.5,Q7
1403,Honda,2018,1.6,Diesel,Manual,60421,Used,18892.65,Civic
1404,Toyota,2014,1.8,Petrol,Automatic,70435,Used,9518.5125,Corolla
1405,BMW,2008,3,Petrol,Manual,144012,Used,14281.42,3 Series
1408,Toyota,2008,1.8,Petrol,Automatic,118112,Used,7390.8975,Corolla
1409,Mercedes,2009,2.2,Diesel,Manual,77982,Used,7357.89,C-Class
1410,Ford,2001,3.8,Petrol,Automatic,174690,Used,11032.266000000001,Mustang
1411,Audi,2018,4,Petrol,Automatic,53209,Used,46818.912000000004,Q7
1412,Mercedes,2010,4.7,Petrol,Automatic,90161,Used,10947.111,E-Class
1413,Toyota,2012,2.4,Petrol,Automatic,67082,Used,8990.4465,Corolla
1414,Mercedes,2009,3,Diesel,Manual,137863,Used,18058.13,E-Class
1417,Toyota,2018,1.8,Petrol,Manual,20321,Used,13070.59,Corolla
1418,Mercedes,2021,1.6,Diesel,Automatic,29237,Used,62199.039000000004,C-Class
1419,Audi,2008,1.8,Petrol,Automatic,98462,Used,7188.51,A3
1420,Audi,2006,4.2,Petrol,Manual,97549,Used,8693.62,A4
1421,Honda,2002,2,Petrol,Manual,185398,Used,7741.13,Accord
1422,Mercedes,2019,1.6,Diesel,Automatic,49378,Used,36751.4175,C-Class
1423,BMW,2005,2.5,Petrol,Manual,109333,Used,7104.74,X3
1424,Mercedes,2020,3,Diesel,Automatic,51530,Used,43331.988,E-Class
1426,Toyota,2005,3.3,Petrol,Manual,137330,Used,5599.84,Camry
1427,Toyota,2002,1.8,Petrol,Manual,135422,Used,4935.24,Corolla
1431,Ford,2016,2.3,Petrol,Manual,23415,Used,8496.74,Focus
1433,Audi,2011,3,Diesel,Automatic,66752,Used,14017.983,A4
1435,Toyota,2010,1.8,Hybrid,Automatic,146749,Used,12331.7985,Prius
1436,Audi,2000,1.6,Petrol,Manual,106176,Used,5270.22,A3
1437,Toyota,2022,2.5,Diesel,Manual,29511,Used,35765.31,RAV4
1438,Honda,2012,2,Petrol,Automatic,100915,Used,13666.5375,Accord
1439,BMW,2014,3,Diesel,Automatic,105068,Used,32046.441,X5
1440,Toyota,2004,1.5,Hybrid,Automatic,168853,Used,8864.771999999999,Prius
1441,Audi,2020,3,Petrol,Automatic,38777,Used,29170.533,Q5
1442,Honda,2016,2.4,Petrol,Manual,24461,Used,13159.89,CR-V
1443,Toyota,2022,2.5,Hybrid,Automatic,11436,Used,23703.036,Camry
1444,Ford,2023,2.3,Petrol,Automatic,11916,Used,28714.308,Explorer
1446,BMW,2020,NA,Electric,Automatic,41654,Used,30015.7095,3 Series
1447,Toyota,2021,2,Petrol,Automatic,26116,Used,29868.762,Camry
1449,Ford,2017,1,Petrol,Automatic,35781,Used,10810.222500000002,Focus
1453,Honda,2022,1.6,Diesel,Automatic,29365,Used,36376.704000000005,CR-V
1454,Ford,2008,2,Petrol,Manual,153095,Used,8056.08,Focus
1455,Honda,2020,2.4,Petrol,Automatic,40324,Used,18148.389000000003,CR-V
1457,Toyota,2011,2.4,Petrol,Automatic,86723,Used,12083.8095,Corolla
1458,Ford,2001,1.6,Petrol,Manual,121847,Used,1838.48,Fiesta
1459,Ford,2002,3.8,Petrol,Automatic,130474,Used,6721.197000000001,Mustang
1461,Ford,2011,4.6,Petrol,Automatic,51161,Used,10743.8205,Mustang
1462,Ford,2014,1,Petrol,Automatic,85094,Used,9813.173999999999,Focus
